Наименование,Артикул,Валюта,"Цена, с НДС",В наличии,Доступен для заказа,Краткая информация,Описание,Наклейка,Статус,Теги,Meta Title,Meta Description,URL,Срок изготовления,Доставка,Производитель,Серия,Код товара,Категория товара,Артикул,Бренд,Серия,Материал нагревательного элемента,Подключение бесплатно,"Параметры сети, В/А",Лучшая цена,Цвет корпуса,Старая цена,Тип водонагревателя,Форм-фактор,"Литраж, л",Способ нагрева,"Макс. мощность электрическая, Вт","Режимы мощности электрической, Вт",Подключение к стандартной розетке,Установка,Подводка,Способ крепления,Тип управления,Пульт ДУ,Количество внутренних баков,Материал внутреннего бака,Сухой ТЭН,Количество анодов,Количество нагревательных элементов,"Время нагрева на ∆t 45° при макс. мощности, мин.","Постоянные суточные потери, кВт⋅ч/сут","Фактическое годовое потребление эл. энергии, кВт⋅ч","Макс. давление воды, МПа","Мин. давление воды, МПа","Макс. температура нагрева воды, °С",Присоединительный размер,Ускоренный нагрев,Тип электрического нагревательного элемента,Точки водоразбора,Класс IP,УЗО,Защита от включения без воды,Режим предотвращения замерзания,Клапан предохранительный,Термометр,Индикация включения,Индикация нагрева,Самодиагностика,Дисплей,"Расстояние между патрубками подключения, мм","Расстояние от стены до патрубков подключения, мм","Расстояние от крепежных отверстий до патрубков, мм","Расстояние между крепежными отверстиями, max. мм","Расстояние между крепежными отверстиями, min. мм","Расстояние между крепежными планками, мм","Высота, мм","Глубина, мм","Ширина, мм","Вес, кг","Высота упаковки, мм","Глубина упаковки, мм","Ширина упаковки, мм","Вес упаковки, кг",Страна производитель,"Гарантия на внутренний бак, мес","Гарантия на изделие, мес",EAN,Базовая единица,Ставки налогов,Штрихкод,"Размеры (ДхШхВ), см",Изображения
EDISSON ES 30 V,121 001,RUB,4875.669,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON ES 30 V с доставкой на uralenergotel.ru,EDISSON ES 30 V по низким ценам у официального дилера завода ТД УЭТ,edisson_es_30_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Glasslined,EDISSON ES 30 V,Водонагреватели,121 001,EDISSON,Glasslined,медь,,230,,белый,,накопительный,Круглый,30,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,эмаль,нет,1,1,68,,,0.6,0.05,70,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,нет,да,нет,да,да,нет,нет,100,84,314,236,,,501,378,365,13.5,560,400,400,14.7,Россия,36,12,4670007715311,шт,20,4670007715311,40x40x56,https://shop.thermex.ru/upload/iblock/d20/xvgoiti1c2gs3k78y5dt357ylhk3703c.png
EDISSON ER 100 V,121 004,RUB,8605.689,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON ER 100 V с доставкой на uralenergotel.ru,EDISSON ER 100 V по низким ценам у официального дилера завода ТД УЭТ,edisson_er_100_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Glasslined,EDISSON ER 100 V,Водонагреватели,121 004,EDISSON,Glasslined,медь,,230,,белый,,накопительный,Круглый,100,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,нет,1,эмаль,нет,1,1,210,1.76,642.4,0.6,0.05,70,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,нет,да,нет,да,да,нет,нет,100,125,739,236,,,903,459,445,24.4,965,495,475,26.7,Россия,36,12,4670007714543,шт,20,4670007714543,49.5x47.5x96.5,https://shop.thermex.ru/upload/iblock/fde/pjv4lzg6k10469y2krnqc5vnp3p5hro0.png
Garanterm ER 50 V,116 001,RUB,6651.869000000001,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm ER 50 V с доставкой на uralenergotel.ru,Garanterm ER 50 V по низким ценам у официального дилера завода ТД УЭТ,garanterm_er_50_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Origin,Garanterm ER 50 V,Водонагреватели,116 001,GARANTERM,Origin,медь,,230,,белый,8748,накопительный,Круглый,50,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,эмаль,нет,1,1,,,,0.6,0.05,70,G1/2,,трубчатый,несколько,IPX4,нет,нет,,да,да,да,,,,,,,,,,527,459,445,16.5,585,490,470,18,Россия,60,12,4607166960443,шт,20,4607166960443,49x47x58.5,https://shop.thermex.ru/upload/iblock/ea2/szy6afieny4hy71luvvpkt0whj3smlyi.png
Garanterm ER 80 V,116 002,RUB,7628.779,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm ER 80 V с доставкой на uralenergotel.ru,Garanterm ER 80 V по низким ценам у официального дилера завода ТД УЭТ,garanterm_er_80_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Origin,Garanterm ER 80 V,Водонагреватели,116 002,GARANTERM,Origin,медь,,230,,белый,9948,накопительный,Круглый,80,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,эмаль,,1,1,,,,0.6,0.05,70,G1/2,,трубчатый,несколько,IPX4,нет,нет,,да,да,нет,да,,,,,,,,,751,459,445,21.2,805,490,470,22.9,Россия,60,12,4607166960450,шт,20,4607166960450,49x47x80.5,https://shop.thermex.ru/upload/iblock/b8f/4vb2d2bjx8j4mcl6yf7ns9bsju9segkj.png
Garanterm ER 100 V,116 003,RUB,8872.118999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm ER 100 V с доставкой на uralenergotel.ru,Garanterm ER 100 V по низким ценам у официального дилера завода ТД УЭТ,garanterm_er_100_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Origin,Garanterm ER 100 V,Водонагреватели,116 003,GARANTERM,Origin,медь,,230,,белый,11508,накопительный,Круглый,100,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,эмаль,нет,1,1,,,,0.6,0.05,70,G1/2,,трубчатый,несколько,IPX4,нет,нет,,да,да,,да,,,,,,,,,903,459,445,24.4,965,495,475,26.7,Россия,60,12,4607166960467,шт,20,4607166960467,49.5x47.5x96.5,https://shop.thermex.ru/upload/iblock/84d/n7yfpek9utj8zmjrqffeskpj2jsn49fq.png
EDISSON ER 50 V,121 002,RUB,5319.719,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON ER 50 V с доставкой на uralenergotel.ru,EDISSON ER 50 V по низким ценам у официального дилера завода ТД УЭТ,edisson_er_50_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Glasslined,EDISSON ER 50 V,Водонагреватели,121 002,EDISSON,Glasslined,медь,,230,,белый,,накопительный,Круглый,50,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,нет,1,эмаль,нет,1,1,105,1.36,496.4,0.6,0.05,70,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,нет,да,нет,да,да,нет,нет,100,125,359,236,,,527,459,445,16.5,585,490,470,18,Россия,36,12,4607084195446,шт,20,4607084195446,49x47x58.5,https://shop.thermex.ru/upload/iblock/ab4/dauzw9ha0om22gaf22nh11pp48rfnbgg.png
EDISSON ER 80 V,121 003,RUB,6563.059,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON ER 80 V с доставкой на uralenergotel.ru,EDISSON ER 80 V по низким ценам у официального дилера завода ТД УЭТ,edisson_er_80_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Glasslined,EDISSON ER 80 V,Водонагреватели,121 003,EDISSON,Glasslined,медь,,230,,белый,,накопительный,Круглый,80,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,нет,1,эмаль,нет,1,1,170,1.55,565.75,0.6,0.05,70,G1/2,да,трубчатый,несколько,IPX4,нет,нет,нет,да,нет,да,да,нет,нет,100,125,751,236,,,751,459,445,21.2,805,490,470,22.9,Россия,36,12,4607084195453,шт,20,4607084195453,49x47x80.5,https://shop.thermex.ru/upload/iblock/9b3/3n4zjnzijocmvvh10fc985xyuqnp9mri.png
THERMEX Pulsar 30 V,111 115,RUB,7451.159000000001,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Pulsar 30 V с доставкой на uralenergotel.ru,THERMEX Pulsar 30 V по низким ценам у официального дилера завода ТД УЭТ,thermex_pulsar_30_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Pulsar,Pulsar 30 V,Водонагреватели,111 115,THERMEX,Pulsar,медь,,230,,белый,9588,накопительный,Круглый,30,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,1,,,,0.7,0.05,70,G1/2,,трубчатый,несколько,IPX4,да,,,да,да,,да,,,,,,,,,501,378,365,13.5,560,400,400,14.7,Россия,60,12,4670033312645,шт,20,4670033312645,40x40x56,https://shop.thermex.ru/upload/iblock/91a/jsdntp8599noi6z1gw566chgsk6s9g8s.png
THERMEX Pulsar 50 V,111 116,RUB,8161.639,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Pulsar 50 V с доставкой на uralenergotel.ru,THERMEX Pulsar 50 V по низким ценам у официального дилера завода ТД УЭТ,thermex_pulsar_50_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Pulsar,Pulsar 50 V,Водонагреватели,111 116,THERMEX,Pulsar,медь,,230,,белый,10308,накопительный,Круглый,50,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,1,,,,0.7,0.05,70,G1/2,,трубчатый,несколько,IPX4,да,,,да,да,,да,,,,,,,,,722,378,365,16.8,775,400,400,18.2,Россия,60,12,4670033312652,шт,20,4670033312652,40x40x77.5,https://shop.thermex.ru/upload/iblock/d99/clmya3vtynxookwj9g0j9mw0akrykyfk.png
THERMEX Pulsar 80 V,111 117,RUB,9493.788999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Pulsar 80 V с доставкой на uralenergotel.ru,THERMEX Pulsar 80 V по низким ценам у официального дилера завода ТД УЭТ,thermex_pulsar_80_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Pulsar,Pulsar 80 V,Водонагреватели,111 117,THERMEX,Pulsar,медь,,230,,белый,11988,накопительный,Круглый,80,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,1,,,,0.7,0.05,70,G1/2,,трубчатый,несколько,IPX4,да,,,да,да,,да,,,,,,,,,751,459,445,21.2,805,490,470,22.9,Россия,60,12,4670033312669,шт,20,4670033312669,49x47x80.5,https://shop.thermex.ru/upload/iblock/f4d/qvwk92bjpai1pqq4vhty87quykwl1e0h.png
Garanterm ES 30 V,116 004,RUB,6207.819,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm ES 30 V с доставкой на uralenergotel.ru,Garanterm ES 30 V по низким ценам у официального дилера завода ТД УЭТ,garanterm_es_30_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Origin,Garanterm ES 30 V,Водонагреватели,116 004,GARANTERM,Origin,медь,,230,,белый,8028,накопительный,Круглый,30,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,нет,1,эмаль,нет,1,1,65,,,0.6,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,нет,да,да,да,да,нет,нет,,,,,,,501,378,365,13.5,560,400,400,14.7,Россия,60,12,4607166960382,шт,20,4607166960382,40x40x56,https://shop.thermex.ru/upload/iblock/573/s8gf88zhhg32xbgmb9xpr10bfgqhjevb.png
Garanterm ES 50 V,116 005,RUB,7362.349,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm ES 50 V с доставкой на uralenergotel.ru,Garanterm ES 50 V по низким ценам у официального дилера завода ТД УЭТ,garanterm_es_50_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Origin,Garanterm ES 50 V,Водонагреватели,116 005,GARANTERM,Origin,медь,,230,,белый,9588,накопительный,Круглый,50,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,нет,1,эмаль,нет,1,1,105,,,0.6,0.05,75,G1/2,нет,трубчатый,несколько,IPX4,нет,нет,нет,да,да,да,да,нет,нет,,,,,,,722,378,365,16.8,775,400,400,18.2,Россия,60,12,4607166960405,шт,20,4607166960405,40x40x77.5,https://shop.thermex.ru/upload/iblock/bf5/7k5twh04rim5mtq6ete4klndbwi7e63q.png
THERMEX ES 50 L,111 090,RUB,5852.579,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX ES 50 L с доставкой на uralenergotel.ru,THERMEX ES 50 L по низким ценам у официального дилера завода ТД УЭТ,thermex_es_50_l,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Champion,ES 50 L,Водонагреватели,111 090,THERMEX,Champion,медь,,230,,белый,,накопительный,Круглый,50,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,нет,1,биостеклофарфор,нет,1,1,105,,,0.6,0.05,70,G1/2,нет,трубчатый,несколько,IPX4,да,нет,нет,да,да,да,да,нет,нет,,,,,,,722,378,365,16.8,775,400,400,18.2,Россия,60,12,4670007719685,шт,20,,40x40x77.5,https://shop.thermex.ru/upload/iblock/aa0/ommaqwsstu6ps908q5bfj40dsi0cw8rr.png
THERMEX ERD 80 V (pro),111 058,RUB,12779.759,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX ERD 80 V (pro) с доставкой на uralenergotel.ru,THERMEX ERD 80 V (pro) по низким ценам у официального дилера завода ТД УЭТ,thermex_erd_80_v_pro,уточняйте у менеджера,Доставка со склада в Москве,Thermex,SafeDry PRO,ERD 80 V (pro),Водонагреватели,111 058,THERMEX,SafeDry PRO,CeramicHeat,,230,,белый,15468,накопительный,Круглый,80,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,да,1,1,170,1.55,565.75,0.7,0.05,75,1/2 наружная резьба,,спиральный,несколько,IPX4,да,,,да,да,да,да,,,100,125,577,236,,,751,459,445,21.2,805,490,470,22.9,Россия,60,12,4670007715298,шт,20,4670007715298,49x47x80.5,https://shop.thermex.ru/upload/iblock/09c/a7vfgpwkaz4d752e3dhtt914p67xhpf4.png
THERMEX ERD 100 V (pro),111 059,RUB,13579.048999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX ERD 100 V (pro) с доставкой на uralenergotel.ru,THERMEX ERD 100 V (pro) по низким ценам у официального дилера завода ТД УЭТ,thermex_erd_100_v_pro,уточняйте у менеджера,Доставка со склада в Москве,Thermex,SafeDry PRO,ERD 100 V (pro),Водонагреватели,111 059,THERMEX,SafeDry PRO,CeramicHeat,,230,,белый,17148,накопительный,Круглый,100,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,да,1,1,230,1.76,642.4,0.7,0.05,75,1/2 наружная резьба,,,несколько,IPX4,да,,,да,да,да,да,,,100,125,729,236,,,903,459,445,24.4,965,495,475,26.7,Россия,60,12,4670007715304,шт,20,4670007715304,49.5x47.5x96.5,https://shop.thermex.ru/upload/iblock/5d4/y65nha7fcz2srkcfj1k49hjn6cljs1cn.png
