Наименование,Артикул,Валюта,"Цена, с НДС",В наличии,Доступен для заказа,Краткая информация,Описание,Наклейка,Статус,Теги,Meta Title,Meta Description,URL,Срок изготовления,Доставка,Производитель,Серия,Код товара,Категория товара,Артикул,Бренд,Серия,Материал нагревательного элемента,Подключение бесплатно,"Параметры сети, В/А",Цвет корпуса,Старая цена,Тип водонагревателя,Форм-фактор,"Литраж, л",Способ нагрева,"Макс. мощность электрическая, Вт","Режимы мощности электрической, Вт",Подключение к стандартной розетке,Установка,Подводка,Способ крепления,Тип управления,Пульт ДУ,Количество внутренних баков,Материал внутреннего бака,Сухой ТЭН,Количество анодов,Количество нагревательных элементов,"Время нагрева на ∆t 45° при макс. мощности, мин.","Постоянные суточные потери, кВт⋅ч/сут","Фактическое годовое потребление эл. энергии, кВт⋅ч","Макс. давление воды, МПа","Мин. давление воды, МПа","Макс. температура нагрева воды, °С",Присоединительный размер,Ускоренный нагрев,Тип электрического нагревательного элемента,Точки водоразбора,Класс IP,Защита от включения без воды,Режим предотвращения замерзания,Клапан предохранительный,"Диапазон регулировки температуры, °С",Термометр,Индикация включения,Индикация нагрева,Самодиагностика,Дисплей,"Расстояние между патрубками подключения, мм","Расстояние от стены до патрубков подключения, мм","Расстояние от крепежных отверстий до патрубков, мм","Расстояние между крепежными отверстиями, max. мм","Высота, мм","Глубина, мм","Ширина, мм","Вес, кг","Высота упаковки, мм","Глубина упаковки, мм","Ширина упаковки, мм","Вес упаковки, кг",Страна производитель,"Гарантия на внутренний бак, мес","Гарантия на изделие, мес",EAN,Базовая единица,Ставки налогов,Штрихкод,"Размеры (ДхШхВ), см",Изображения
THERMEX Day 7 O,111 208,RUB,5408.529,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Day 7 O с доставкой на uralenergotel.ru,THERMEX Day 7 O по низким ценам у официального дилера завода ТД УЭТ,thermex_day_7_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Day,Day 7 O,Водонагреватели,111 208,THERMEX,Day,TitaniumHeat,,230,белый,,накопительный,Мини,7,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,1,14.5,0.45,164,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35- 75,,да,да,,,100,,275,66,398,246,262,5.2,490,305,305,6.1,Китай,60,12,4670033316032,шт,20,4670033316032,30.5x30.5x49,https://shop.thermex.ru/upload/iblock/147/peh7tr2mn3iwtkopwhn3vkb29ec2nppt.png
THERMEX Day 7 U,111 209,RUB,5408.529,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Day 7 U с доставкой на uralenergotel.ru,THERMEX Day 7 U по низким ценам у официального дилера завода ТД УЭТ,thermex_day_7_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Day,Day 7 U,Водонагреватели,111 209,THERMEX,Day,TitaniumHeat,,230,белый,,накопительный,Мини,7,электрический,1500,1500,да,вертикальная,верхняя,напольный,механическое,,1,биостеклофарфор,,1,1,15,0.51,186,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35- 75,,да,да,,,100,,275,66,398,246,262,5.2,490,305,305,6.1,Китай,60,12,4670033316025,шт,20,4670033316025,30.5x30.5x49,https://shop.thermex.ru/upload/iblock/386/d1w4nh2szm9wzuwqlzaxxzmncv18hq9a.png
THERMEX Day 10 O,111 210,RUB,5852.579,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Day 10 O с доставкой на uralenergotel.ru,THERMEX Day 10 O по низким ценам у официального дилера завода ТД УЭТ,thermex_day_10_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Day,Day 10 O,Водонагреватели,111 210,THERMEX,Day,TitaniumHeat,,230,белый,,накопительный,Мини,10,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,1,21,0.51,186,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,100,,285,66,416,277,291,6.1,507,335,335,7.1,КИТАЙ,60,12,4670033316049,шт,20,4670033316049,33.5x33.5x50.7,https://shop.thermex.ru/upload/iblock/64e/dln2vsdnp1v7y4wjgup8lmc2x29p2u29.png
THERMEX Day 10 U,111 211,RUB,5852.579,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Day 10 U с доставкой на uralenergotel.ru,THERMEX Day 10 U по низким ценам у официального дилера завода ТД УЭТ,thermex_day_10_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Day,Day 10 U,Водонагреватели,111 211,THERMEX,Day,TitaniumHeat,,230,белый,,накопительный,Мини,10,электрический,1500,1500,да,вертикальная,верхняя,напольный,механическое,,1,биостеклофарфор,,1,1,21,0.6,219,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,100,,285,66,416,277,291,6.1,507,335,335,7.1,КИТАЙ,60,12,4670033316056,шт,20,4670033316056,33.5x33.5x50.7,https://shop.thermex.ru/upload/iblock/f45/h584nj747h87zm4021yea3icu1ovacjt.png
THERMEX Day 15 O,111 212,RUB,7095.919,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Day 15 O с доставкой на uralenergotel.ru,THERMEX Day 15 O по низким ценам у официального дилера завода ТД УЭТ,thermex_day_15_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Day,Day 15 O,Водонагреватели,111 212,THERMEX,Day,TitaniumHeat,,230,белый,,накопительный,Мини,15,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,1,31.5,0.6,219,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,100,,317,66,448,315,326,7.6,539,375,375,8.7,КИТАЙ,60,12,4670033316063,шт,20,4670033316063,37.5x37.5x53.9,https://shop.thermex.ru/upload/iblock/2ea/491hha0ui6n5rmkfsrspxk2hyau9fw8o.png
THERMEX Day 15 U,111 213,RUB,7095.919,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Day 15 U с доставкой на uralenergotel.ru,THERMEX Day 15 U по низким ценам у официального дилера завода ТД УЭТ,thermex_day_15_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Day,Day 15 U,Водонагреватели,111 213,THERMEX,Day,TitaniumHeat,,230,белый,,накопительный,Мини,15,электрический,1500,1500,да,вертикальная,верхняя,напольный,механическое,,1,биостеклофарфор,,1,1,32,0.67,245,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,100,,317,66,448,315,326,7.6,539,375,375,8.7,КИТАЙ,60,12,4670033316070,шт,20,4670033316070,37.5x37.5x53.9,https://shop.thermex.ru/upload/iblock/95b/alckufxs0y8duld7ae0vdpj7rf46ryh3.png
Garanterm Zulu 10 U,111 251,RUB,4964.479,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm Zulu 10 U с доставкой на uralenergotel.ru,Garanterm Zulu 10 U по низким ценам у официального дилера завода ТД УЭТ,garanterm_zulu_10_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Zulu,Garanterm Zulu 10 U,Водонагреватели,111 251,GARANTERM,Zulu,TitaniumHeat,,230,белый,,накопительный,Мини,10,электрический,1500,1500,да,вертикальная,верхняя,настенный,механическое,,1,биостеклофарфор,,1,1,,,,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,25-75,,да,да,,,100,90,136,67,345,294,345,6.8,390,335,400,8.1,КИТАЙ,60,12,4670033316315,шт,20,4670033316315,33.5x40x39,https://shop.thermex.ru/upload/iblock/153/rqbwoa05rviziyfvw889285c9b11oep4.png
Garanterm Zulu 10 O,111 252,RUB,4964.479,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm Zulu 10 O с доставкой на uralenergotel.ru,Garanterm Zulu 10 O по низким ценам у официального дилера завода ТД УЭТ,garanterm_zulu_10_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Zulu,Garanterm Zulu 10 O,Водонагреватели,111 252,GARANTERM,Zulu,TitaniumHeat,,230,белый,,накопительный,Мини,10,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,1,16,0.51,186,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,25-75,,да,да,,,100,90,136,67,345,294,345,6.8,390,335,400,8.1,КИТАЙ,60,12,4670033316285,шт,20,4670033316285,33.5x40x39,https://shop.thermex.ru/upload/iblock/6ab/1ofio2pgh16cc31qlxwt78vd4znw3ys5.png
Garanterm Zulu 15 U,111 253,RUB,5674.959,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm Zulu 15 U с доставкой на uralenergotel.ru,Garanterm Zulu 15 U по низким ценам у официального дилера завода ТД УЭТ,garanterm_zulu_15_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Zulu,Garanterm Zulu 15 U,Водонагреватели,111 253,GARANTERM,Zulu,TitaniumHeat,,230,белый,,накопительный,Мини,15,электрический,1500,1500,да,вертикальная,верхняя,настенный,механическое,,1,биостеклофарфор,,1,1,35,0.67,245,0.08,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,25-75,,да,да,,,100,101,135,67,385,309,385,8.2,430,350,440,9.9,КИТАЙ,60,12,4670033316339,шт,20,4670033316339,35x44x43,https://shop.thermex.ru/upload/iblock/153/rqbwoa05rviziyfvw889285c9b11oep4.png
Garanterm Zulu 15 O,111 254,RUB,5674.959,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm Zulu 15 O с доставкой на uralenergotel.ru,Garanterm Zulu 15 O по низким ценам у официального дилера завода ТД УЭТ,garanterm_zulu_15_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Zulu,Garanterm Zulu 15 O,Водонагреватели,111 254,GARANTERM,Zulu,TitaniumHeat,,230,белый,,накопительный,Мини,15,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,1,,0.56,204,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,25-75,,да,да,,,100,101,135,67,385,309,385,8.2,430,350,440,9.9,КИТАЙ,60,12,4670033316322,шт,20,4670033316322,35x44x43,https://shop.thermex.ru/upload/iblock/6ab/1ofio2pgh16cc31qlxwt78vd4znw3ys5.png
Garanterm Zulu 30 U,111 255,RUB,7273.539000000001,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm Zulu 30 U с доставкой на uralenergotel.ru,Garanterm Zulu 30 U по низким ценам у официального дилера завода ТД УЭТ,garanterm_zulu_30_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Zulu,Garanterm Zulu 30 U,Водонагреватели,111 255,GARANTERM,Zulu,TitaniumHeat,,230,белый,,накопительный,Мини,30,электрический,1500,1500,да,вертикальная,верхняя,настенный,механическое,,1,биостеклофарфор,,1,1,68,1.1,402,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,25-75,,да,да,,,100,133,160,67,450,388,450,11.5,500,420,510,13.6,КИТАЙ,60,12,4670033316353,шт,20,4670033316353,42x51x50,https://shop.thermex.ru/upload/iblock/d54/nothabdciptm0l5ww1ryt8x95nxkcors.png
Garanterm Zulu 30 O,111 256,RUB,7273.539000000001,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,Garanterm Zulu 30 O с доставкой на uralenergotel.ru,Garanterm Zulu 30 O по низким ценам у официального дилера завода ТД УЭТ,garanterm_zulu_30_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Zulu,Garanterm Zulu 30 O,Водонагреватели,111 256,GARANTERM,Zulu,TitaniumHeat,,230,белый,,накопительный,Мини,30,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,биостеклофарфор,,1,1,68,0.98,358,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,25-75,,да,да,,,100,133,160,67,450,388,450,11.5,500,420,510,13.6,КИТАЙ,60,12,4670033316346,шт,20,4670033316346,42x51x50,https://shop.thermex.ru/upload/iblock/878/oei4cxy62ga2g7qecn0m5p0x3n2md3lr.png
THERMEX Yona 7 U,111 223,RUB,5053.289,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Yona 7 U с доставкой на uralenergotel.ru,THERMEX Yona 7 U по низким ценам у официального дилера завода ТД УЭТ,thermex_yona_7_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Yona,Yona 7 U,Водонагреватели,111 223,THERMEX,Yona,TitaniumHeat,,230,белый,,накопительный,Мини,7,электрический,1500,1500,да,напольное,верхняя,напольный,механическое,,1,биостеклофарфор,,1,1,14,0.52,186,0.8,0.05,75,G 1/2,,трубчатый,несколько,IPX4,нет,,да,25-75,,да,да,,,98,113,,,251,386,251,5,310,465,300,6,КИТАЙ,60,12,4670033316131,шт,20,4670033316131,46.5x30x31,https://shop.thermex.ru/upload/iblock/398/qizgsdh5hpfb2te768cdsg2of2dbusir.png
THERMEX Mera 7 O,151 241,RUB,5763.769,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Mera 7 O с доставкой на uralenergotel.ru,THERMEX Mera 7 O по низким ценам у официального дилера завода ТД УЭТ,thermex_mera_7_o,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Mera,Mera 7 O,Водонагреватели,151 241,THERMEX,Mera,TitaniumHeat,,230,серый,,накопительный,Мини,7,электрический,1500,1500,да,вертикальная,нижняя,настенный,механическое,,1,нержавеющая сталь,,1,1,15,0.45,164,0.7,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,100,,275,66,398,246,262,3.9,490,305,305,4.8,КИТАЙ,84,12,4670033316933,шт,20,4670033316933,30.5x30.5x49,https://shop.thermex.ru/upload/iblock/841/u2rfh85dq8695kbuw1ds51tzew4xvzdg.png
THERMEX Mera 7 U,151 242,RUB,5763.769,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Mera 7 U с доставкой на uralenergotel.ru,THERMEX Mera 7 U по низким ценам у официального дилера завода ТД УЭТ,thermex_mera_7_u,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Mera,Mera 7 U,Водонагреватели,151 242,THERMEX,Mera,TitaniumHeat,,230,серый,,накопительный,Мини,7,электрический,1500,1500,да,вертикальная,верхняя,напольный,механическое,,1,нержавеющая сталь,,1,1,15,0.51,186,0.7,0.05,75,G 1/2,,трубчатый,несколько,IPX4,,,да,35-75,,да,да,,,100,,275,66,398,246,262,3.9,490,305,305,4.8,КИТАЙ,84,12,4670033316926,шт,20,4670033316926,30.5x30.5x49,https://shop.thermex.ru/upload/iblock/8e0/m9t134q7wjrkztktf9i4mep0a9yl8zkh.png
