Наименование,Артикул,Валюта,"Цена, с НДС",В наличии,Доступен для заказа,Краткая информация,Описание,Наклейка,Статус,Теги,Meta Title,Meta Description,URL,Срок изготовления,Доставка,Производитель,Серия,Код товара,Категория товара,Артикул,Бренд,Серия,Материал нагревательного элемента,Подключение бесплатно,"Параметры сети, В/А",Цвет корпуса,Старая цена,Тип водонагревателя,Форм-фактор,"Литраж, л",Способ нагрева,"Макс. мощность электрическая, Вт","Режимы мощности электрической, Вт",Подключение к стандартной розетке,Установка,Подводка,Способ крепления,Тип управления,Пульт ДУ,Количество внутренних баков,Материал внутреннего бака,Сухой ТЭН,Количество анодов,Количество нагревательных элементов,"Время нагрева на ∆t 45° при макс. мощности, мин.","Постоянные суточные потери, кВт⋅ч/сут","Фактическое годовое потребление эл. энергии, кВт⋅ч","Макс. давление воды, МПа","Мин. давление воды, МПа","Макс. температура нагрева воды, °С",Присоединительный размер,Ускоренный нагрев,Тип электрического нагревательного элемента,Точки водоразбора,Класс IP,УЗО,Защита от включения без воды,Режим предотвращения замерзания,Клапан предохранительный,"Диапазон регулировки температуры, °С",Термометр,Индикация включения,Индикация нагрева,Самодиагностика,Дисплей,"Расстояние между патрубками подключения, мм","Расстояние от стены до патрубков подключения, мм","Расстояние от крепежных отверстий до патрубков, мм","Расстояние между крепежными отверстиями, max. мм","Расстояние между крепежными планками, мм","Высота, мм","Глубина, мм","Ширина, мм","Вес, кг","Высота упаковки, мм","Глубина упаковки, мм","Ширина упаковки, мм","Вес упаковки, кг",Страна производитель,"Гарантия на внутренний бак, мес","Гарантия на изделие, мес",EAN,Базовая единица,Ставки налогов,Штрихкод,"Размеры (ДхШхВ), см",Изображения
THERMEX Fora 100,151 225,RUB,23792.199,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Fora 100 с доставкой на uralenergotel.ru,THERMEX Fora 100 по низким ценам у официального дилера завода ТД УЭТ,thermex_fora_100,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Fora,Fora 100,Водонагреватели,151 225,THERMEX,Fora,медь,,230,серый,,накопительный,Плоский,100,электрический,2000,800/1200/2000,да,вертикальная / горизонтальная,нижняя / боковая,настенный,электронное,,2,нержавеющая сталь,нет,1,1,143,1.5,547.5,0.7,0.05,80,G1/2,да,трубчатый,несколько,IPX4,да,да,да,да,35-80,да,да,да,да,да,100,105,825,240,550,1184,290,514,20.6,1220,330,562,23.3,КИТАЙ,84,12,4670033316124,шт,20,4670033316124,33x56.2x122,https://shop.thermex.ru/upload/iblock/4a2/dd9vg970cd1tc8f1osy406o7tliucfbj.png
THERMEX Fora 80,151 226,RUB,19973.369000000002,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Fora 80 с доставкой на uralenergotel.ru,THERMEX Fora 80 по низким ценам у официального дилера завода ТД УЭТ,thermex_fora_80,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Fora,Fora 80,Водонагреватели,151 226,THERMEX,Fora,медь,,230,серый,,накопительный,Плоский,80,электрический,2000,800/1200/2000,да,вертикальная / горизонтальная,нижняя / боковая,настенный,электронное,,2,нержавеющая сталь,нет,1,1,116,1.2,410.3,0.7,0.05,80,G1/2,да,трубчатый,несколько,IPX4,да,да,да,да,35-80,да,да,да,да,да,100,105,731,240,450,984,290,514,17.9,1025,330,562,20.2,КИТАЙ,84,12,4670033316100,шт,20,4670033316100,33x56.2x102.5,https://shop.thermex.ru/upload/iblock/fad/m8cbn3zinw5anspzx74ccm6cmbpng4vi.png
THERMEX Fora 50,151 227,RUB,16865.019,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Fora 50 с доставкой на uralenergotel.ru,THERMEX Fora 50 по низким ценам у официального дилера завода ТД УЭТ,thermex_fora_50,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Fora,Fora 50,Водонагреватели,151 227,THERMEX,Fora,медь,,230,серый,,накопительный,Плоский,50,электрический,2000,800/1200/2000,да,вертикальная / горизонтальная,нижняя / боковая,настенный,электронное,,2,нержавеющая сталь,,1,1,62,1.1,402.2,0.7,0.05,80,G1/2,да,трубчатый,несколько,IPX4,да,да,да,да,35-80,да,да,да,да,да,100,91,710,240,490,870,250,434,12.6,905,295,485,14.8,КИТАЙ,84,12,4670033316094,шт,20,4670033316094,29.5x48.5x90.5,https://shop.thermex.ru/upload/iblock/fa2/nicdnizkg37wvsz5pa09tr9qx09w4f88.png
THERMEX Fora 30,151 228,RUB,14023.099,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Fora 30 с доставкой на uralenergotel.ru,THERMEX Fora 30 по низким ценам у официального дилера завода ТД УЭТ,thermex_fora_30,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Fora,Fora 30,Водонагреватели,151 228,THERMEX,Fora,медь,,230,серый,,накопительный,Плоский,30,электрический,2000,800/1200/2000,да,вертикальная / горизонтальная,нижняя / боковая,настенный,электронное,,2,нержавеющая сталь,,1,1,34,1,363.5,0.7,0.05,80,G1/2,да,трубчатый,несколько,IPX4,да,да,да,да,35-80,да,да,да,да,да,100,91,430,240,150,580,250,434,9.6,620,295,485,10.8,КИТАЙ,84,12,4670033316087,шт,20,4670033316087,29.5x48.5x62,https://shop.thermex.ru/upload/iblock/222/0rv1rk2j93yyk4e7kagyj6f6k9reunnk.png
THERMEX Dion 30 V,111 247,RUB,11181.179,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Dion 30 V с доставкой на uralenergotel.ru,THERMEX Dion 30 V по низким ценам у официального дилера завода ТД УЭТ,thermex_dion_30_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Dion,Dion 30 V,Водонагреватели,111 247,THERMEX,Dion,TitaniumHeat,,230,белый,,накопительный,Плоский,30,электрический,2500,1000/1500/2500,да,вертикальная,нижняя,настенный,механическое,,2,биостеклофарфор,,1,1,25,1,362.5,0.7,0.05,75,G 1/2,да,трубчатый,несколько,IPX4,да,,,да,30-75,,да,да,,,100 - 345,91 - 135,478 - 495,240,210 - 280,623,250,434,14.3,675,295,485,15.6,КИТАЙ,60,12,4670033316117,шт,20,4670033316117,29.5x48.5x67.5,https://shop.thermex.ru/upload/iblock/a12/p33n7tdysltjr8lqht6a2y4ljeiul0z6.png
THERMEX Dion 50 V,111 248,RUB,12602.139,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Dion 50 V с доставкой на uralenergotel.ru,THERMEX Dion 50 V по низким ценам у официального дилера завода ТД УЭТ,thermex_dion_50_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Dion,Dion 50 V,Водонагреватели,111 248,THERMEX,Dion,TitaniumHeat,,230,белый,,накопительный,Плоский,50,электрический,2500,1000/1500/2500,да,вертикальная,нижняя,настенный,механическое,,2,биостеклофарфор,,1,1,48,1.1,400.3,0.7,0.05,75,G 1/2,да,трубчатый,несколько,IPX4,да,,,да,30-75,,да,да,,,100  - 345,91 - 135,765 - 768,240,490 - 550,910,295,434,19.6,960,295,485,21.2,КИТАЙ,60,12,4670033316155,шт,20,4670033316155,29.5x48.5x96,https://shop.thermex.ru/upload/iblock/7da/9svnn1m1ewsr3pt71mrhbmejtnoky240.png
THERMEX Dion 100 V,111 250,RUB,18818.839000000004,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Dion 100 V с доставкой на uralenergotel.ru,THERMEX Dion 100 V по низким ценам у официального дилера завода ТД УЭТ,thermex_dion_100_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Dion,Dion 100 V,Водонагреватели,111 250,THERMEX,Dion,TitaniumHeat,,230,белый,,накопительный,Плоский,100,электрический,2500,1000/1500/2500,да,вертикальная,нижняя,настенный,механическое,,2,биостеклофарфор,,1,1,116,1.5,547.7,0.7,0.05,75,G 1/2,да,трубчатый,несколько,IPX4,да,,,да,30-75,,да,да,,,100 - 415,105 - 150,878- 920,240,550 - 650,1210,290,514,30,1260,330,562,31.2,КИТАЙ,60,12,4670033316179,шт,20,4670033316179,33x56.2x126,https://shop.thermex.ru/upload/iblock/8f1/p732g6ae9uz7ricv8bs9t5yga2d90rds.png
THERMEX Dion 80 V,111 249,RUB,16776.209,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Dion 80 V с доставкой на uralenergotel.ru,THERMEX Dion 80 V по низким ценам у официального дилера завода ТД УЭТ,thermex_dion_80_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Dion,Dion 80 V,Водонагреватели,111 249,THERMEX,Dion,TitaniumHeat,,230,белый,,накопительный,Плоский,80,электрический,2500,1000/1500/2500,да,вертикальная,нижняя,настенный,механическое,,2,биостеклофарфор,,1,1,87,1.3,475.5,0.7,0.05,75,G 1/2,да,трубчатый,несколько,IPX4,да,,,да,30-75,,да,да,,,100 - 415,105 - 150,720 - 779,240,450,1010,290,514,25.6,1060,330,562,28,КИТАЙ,60,12,4670033316162,шт,20,4670033316162,33x56.2x106,https://shop.thermex.ru/upload/iblock/dd9/cma58mekm17rwlbsqkxbo5swwcbb75pd.png
EDISSON Solar 30 V,161 011,RUB,9316.169,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON Solar 30 V с доставкой на uralenergotel.ru,EDISSON Solar 30 V по низким ценам у официального дилера завода ТД УЭТ,edisson_solar_30_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Solar,EDISSON Solar 30 V,Водонагреватели,161 011,EDISSON,Solar,нержавеющая сталь,,220,белый,,накопительный,Плоский,30,электрический,2000,800/1200/2000,да,вертикальная,нижняя,настенный,механическое,,2,нержавеющая сталь,,1,1,34,1,363.5,0.6,0.05,75,G 1/2,да,трубчатый,несколько,IPX4,,,,да,30-75,,да,да,,,100,91,430,190,210,580,250,434,9.6,620,295,485,10.8,КИТАЙ,84,12,4670033316582,шт,20,4670033316582,29.5x48.5x62,https://shop.thermex.ru/upload/iblock/e60/m5124twhb7ulb0oz9rpzofzrazx0riqc.png
EDISSON Solar 50 V,161 012,RUB,11092.368999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON Solar 50 V с доставкой на uralenergotel.ru,EDISSON Solar 50 V по низким ценам у официального дилера завода ТД УЭТ,edisson_solar_50_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Solar,EDISSON Solar 50 V,Водонагреватели,161 012,EDISSON,Solar,нержавеющая сталь,,220,белый,,накопительный,Плоский,50,электрический,2000,800/1200/2000,да,вертикальная,нижняя,настенный,механическое,,2,нержавеющая сталь,,1,1,62,1.1,402.2,0.6,0.05,75,G 1/2,да,трубчатый,несколько,IPX4,,,,да,30-75,,да,да,,,100,91,710,190,490,870,250,434,12.6,905,295,485,14.8,КИТАЙ,84,12,4670033316599,шт,20,4670033316599,29.5x48.5x90.5,https://shop.thermex.ru/upload/iblock/b88/ktqug3n42awu2h79gtpqw0szuz8c32tx.png
EDISSON Solar 80 V,161 013,RUB,13934.288999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON Solar 80 V с доставкой на uralenergotel.ru,EDISSON Solar 80 V по низким ценам у официального дилера завода ТД УЭТ,edisson_solar_80_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Solar,EDISSON Solar 80 V,Водонагреватели,161 013,EDISSON,Solar,нержавеющая сталь,,220,белый,,накопительный,Плоский,80,электрический,2000,800/1200/2000,да,вертикальная,нижняя,настенный,механическое,,2,нержавеющая сталь,,1,1,113,1.2,410.3,0.6,0.05,75,G 1/2,да,трубчатый,несколько,IPX4,,,,да,30-75,,да,да,,,100,105,731,190,450,984,290,514,17.9,1025,330,562,20.2,КИТАЙ,84,12,,шт,20,,33x56.2x102.5,https://shop.thermex.ru/upload/iblock/6e1/8f54306gh0a50z61q3755q125krzvt4x.png
EDISSON Solar 100 V,161 014,RUB,15710.489,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,EDISSON Solar 100 V с доставкой на uralenergotel.ru,EDISSON Solar 100 V по низким ценам у официального дилера завода ТД УЭТ,edisson_solar_100_v,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Solar,EDISSON Solar 100 V,Водонагреватели,161 014,EDISSON,Solar,нержавеющая сталь,,220,белый,,накопительный,Плоский,100,электрический,2000,800/1200/2000,да,вертикальная,нижняя,настенный,механическое,,2,нержавеющая сталь,,1,1,143,1.5,547.5,0.6,0.05,75,G 1/2,да,трубчатый,несколько,IPX4,,,,да,30-75,,да,да,,,100,105,825,190,550,1184,290,514,20.6,1220,330,562,23.3,КИТАЙ,84,12,4670033316612,шт,20,4670033316612,33x56.2x122,https://shop.thermex.ru/upload/iblock/51d/9g33ypx0vi22nqfb0jsbdfs2r1oi69x9.png
THERMEX Aris 30,111 266,RUB,12335.708999999999,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Aris 30 с доставкой на uralenergotel.ru,THERMEX Aris 30 по низким ценам у официального дилера завода ТД УЭТ,thermex_aris_30,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Aris,Aris 30,Водонагреватели,111 266,THERMEX,Aris,InoxDryHeat,,220,белый,,накопительный,Плоский,30,электрический,1500,750/750/1500,да,вертикальная / горизонтальная,нижняя / боковая,настенный,механическое,,2,биостеклофарфор,да,1,1,50,0.9,330.5,0.7,0.05,75,G 1/2,да,трубчатый,несколько,IPX4,да,,,да,35-75,,да,да,,,345,135,495,190,280,623,250,434,14.8,675,295,485,16.11,КИТАЙ,60,12,4670033316780,шт,20,4670033316780,29.5x48.5x67.5,https://shop.thermex.ru/upload/iblock/02a/7dn1oo9bzoj10pay3khqjhgtwwj3bhdp.png
THERMEX Aris 50,111 267,RUB,14911.199,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Aris 50 с доставкой на uralenergotel.ru,THERMEX Aris 50 по низким ценам у официального дилера завода ТД УЭТ,thermex_aris_50,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Aris,Aris 50,Водонагреватели,111 267,THERMEX,Aris,InoxDryHeat,,220,белый,,накопительный,Плоский,50,электрический,2000,800/1200/2000,да,вертикальная / горизонтальная,нижняя / боковая,настенный,механическое,,2,биостеклофарфор,да,1,1,65,1.4,510.5,0.7,0.05,75,G 1/2,да,трубчатый,несколько,IPX4,да,,,да,35-75,,да,да,,,345,135,765,190,550,910,250,434,20.6,960,295,485,22.2,КИТАЙ,60,12,4670033316797,шт,20,4670033316797,29.5x48.5x96,https://shop.thermex.ru/upload/iblock/c5b/ynqwxbbh6ofkz3cs5nzo463o5jpaj1d0.png
THERMEX Aris 80,111 268,RUB,18818.839000000004,0,1,,"<p>Купить name из наличия в ТД УЭТ. Доставка со склада в Екатеринбурге во все города России. Цена на name актуальна. Для заказа и уточнения дополнительных скидок отправьте запрос по e-mail: sale@uralenergotel.ru. Для постоянных клиентов предусмотрены специальные цены.&nbsp;<br><br>С полным ассортиментом вы можете ознакомиться перейдя по ссылке: Thermename. Также вы можете воспользоваться боковым меню справа и выбрать необходимые для вас характеристики, либо подобрать аналогичные товары из наличия у нас на сайте.&nbsp;<br><br>ТД УЭТ является официальным дилером компании «Thermename» в Екатеринбурге. Поставим name напрямую со склада в города России: Москва, Санкт-Петербург, Казань, Самара, Екатеринбург, Челябинск, Уфа, Тюмень, Краснодар, Новосибирск, Пермь, Сургут, Омск, Красноярск, Ростов-на-Дону, Нижний Новгород, Волгоград, Чита, Иркутск и т.д.</p>",,1,,THERMEX Aris 80 с доставкой на uralenergotel.ru,THERMEX Aris 80 по низким ценам у официального дилера завода ТД УЭТ,thermex_aris_80,уточняйте у менеджера,Доставка со склада в Москве,Thermex,Aris,Aris 80,Водонагреватели,111 268,THERMEX,Aris,InoxDryHeat,,220,белый,,накопительный,Плоский,80,электрический,2000,800/1200/2000,да,вертикальная / горизонтальная,нижняя / боковая,настенный,механическое,,2,биостеклофарфор,да,1,1,97,1.7,620.5,0.7,0.05,75,G 1/2,да,трубчатый,несколько,IPX4,да,,,да,35-75,,да,да,,,415,150,720,190,450,1010,290,514,26.5,1060,330,562,28.6,КИТАЙ,60,12,4670033316803,шт,20,4670033316803,33x56.2x106,https://shop.thermex.ru/upload/iblock/6b6/1cevdmlmzqhhd42mura6za1e8ljwgvv0.png
